label,night_avg,total_avg,gaming_ratio,social_ratio,weekend_ratio
Gece Kuşu,66.49,182.31,0.245,0.203,0.980
Gece Kuşu,71.50,165.25,0.259,0.344,0.910
Gece Kuşu,58.23,178.75,0.246,0.169,1.085
Gece Kuşu,78.66,185.20,0.362,0.286,1.368
Gece Kuşu,70.47,192.53,0.133,0.261,1.018
Gece Kuşu,62.29,198.05,0.240,0.338,0.922
Gece Kuşu,60.21,154.15,0.087,0.332,1.034
Gece Kuşu,64.26,166.45,0.283,0.236,0.930
Gece Kuşu,64.35,189.45,0.199,0.254,0.934
Gece Kuşu,64.64,210.71,0.178,0.168,0.845
Gece Kuşu,66.26,168.55,0.200,0.274,0.960
Gece Kuşu,58.27,174.15,0.217,0.204,1.157
Gece Kuşu,65.47,160.15,0.192,0.274,0.977
Gece Kuşu,69.32,170.33,0.247,0.301,1.021
Gece Kuşu,69.92,164.09,0.197,0.203,1.015
Gece Kuşu,66.46,197.92,0.247,0.320,1.063
Gece Kuşu,64.67,190.05,0.300,0.245,1.058
Gece Kuşu,62.30,208.91,0.195,0.331,1.005
Gece Kuşu,62.21,162.66,0.303,0.187,1.225
Gece Kuşu,80.78,187.28,0.277,0.194,1.070
Gece Kuşu,61.59,205.41,0.121,0.266,0.986
Gece Kuşu,61.60,168.25,0.240,0.319,1.180
Gece Kuşu,61.29,201.77,0.304,0.205,1.054
Gece Kuşu,49.42,171.77,0.264,0.206,0.821
Gece Kuşu,60.60,151.65,0.241,0.273,1.125
Gece Kuşu,46.18,173.71,0.171,0.305,1.181
Gece Kuşu,84.92,206.94,0.203,0.213,1.063
Gece Kuşu,69.79,195.51,0.133,0.350,1.131
Gece Kuşu,59.05,150.16,0.289,0.221,1.069
Gece Kuşu,69.20,185.23,0.303,0.166,1.084
Gece Kuşu,57.66,198.58,0.309,0.260,1.014
Gece Kuşu,78.71,205.89,0.203,0.200,1.137
Gece Kuşu,64.41,168.17,0.219,0.233,1.050
Gece Kuşu,53.08,163.22,0.239,0.095,0.835
Gece Kuşu,70.65,156.60,0.218,0.144,0.984
Gece Kuşu,69.66,184.04,0.199,0.110,1.017
Gece Kuşu,74.05,202.99,0.257,0.314,1.038
Gece Kuşu,59.77,142.55,0.229,0.197,1.218
Gece Kuşu,79.94,200.76,0.304,0.258,1.063
Gece Kuşu,68.85,135.38,0.139,0.146,1.170
Gece Kuşu,75.71,175.59,0.189,0.313,1.003
Gece Kuşu,58.39,159.49,0.139,0.237,1.079
Gece Kuşu,62.78,174.47,0.126,0.193,1.154
Gece Kuşu,64.61,174.43,0.115,0.228,1.029
Gece Kuşu,72.25,155.57,0.242,0.238,1.079
Gece Kuşu,75.25,182.79,0.277,0.306,1.194
Gece Kuşu,73.37,172.08,0.233,0.251,1.144
Gece Kuşu,60.48,161.21,0.208,0.229,1.165
Gece Kuşu,68.80,138.61,0.194,0.338,1.033
Gece Kuşu,61.73,192.62,0.258,0.348,1.223
Gece Kuşu,68.65,172.60,0.291,0.140,1.185
Gece Kuşu,62.86,186.98,0.229,0.249,1.095
Gece Kuşu,54.04,185.86,0.216,0.275,1.062
Gece Kuşu,57.33,155.54,0.236,0.300,0.954
Gece Kuşu,54.82,149.70,0.195,0.204,1.025
Gece Kuşu,51.60,215.59,0.142,0.192,1.074
Gece Kuşu,63.57,190.62,0.177,0.188,1.021
Gece Kuşu,53.91,201.74,0.231,0.168,1.036
Gece Kuşu,66.85,197.28,0.166,0.170,0.953
Gece Kuşu,78.69,202.23,0.178,0.132,0.927
Gece Kuşu,67.53,167.70,0.192,0.210,0.768
Gece Kuşu,69.43,167.51,0.228,0.142,1.033
Gece Kuşu,70.95,203.59,0.159,0.238,1.013
Gece Kuşu,55.16,137.83,0.270,0.286,1.025
Gece Kuşu,61.43,195.67,0.162,0.207,0.952
Gece Kuşu,61.48,219.14,0.238,0.227,1.075
Gece Kuşu,67.31,172.19,0.250,0.155,1.080
Gece Kuşu,65.48,192.68,0.200,0.216,1.167
Gece Kuşu,64.90,126.10,0.209,0.208,1.153
Gece Kuşu,80.19,167.99,0.191,0.269,1.086
Gece Kuşu,64.25,199.12,0.185,0.160,1.024
Gece Kuşu,74.65,208.77,0.162,0.221,1.221
Gece Kuşu,54.48,221.60,0.084,0.307,1.012
Gece Kuşu,69.04,182.27,0.140,0.119,1.041
Gece Kuşu,81.19,197.72,0.244,0.087,1.093
Gece Kuşu,63.45,167.28,0.252,0.219,0.975
Gece Kuşu,65.77,208.99,0.234,0.347,1.010
Gece Kuşu,60.20,185.44,0.109,0.248,1.002
Gece Kuşu,67.35,140.58,0.189,0.149,1.046
Gece Kuşu,58.61,169.98,0.193,0.378,1.051
Gece Kuşu,57.81,192.36,0.272,0.285,1.025
Gece Kuşu,69.13,205.51,0.155,0.193,0.924
Gece Kuşu,38.10,153.91,0.273,0.183,0.996
Gece Kuşu,58.13,178.25,0.280,0.194,1.151
Gece Kuşu,73.51,200.70,0.102,0.299,0.974
Gece Kuşu,63.38,215.04,0.144,0.277,1.256
Gece Kuşu,76.91,173.22,0.320,0.332,1.001
Gece Kuşu,62.23,189.30,0.241,0.182,0.950
Gece Kuşu,66.05,152.59,0.154,0.184,0.998
Gece Kuşu,64.39,218.60,0.186,0.202,0.903
Gece Kuşu,73.36,160.25,0.258,0.332,0.978
Gece Kuşu,66.89,187.86,0.128,0.319,1.218
Gece Kuşu,66.75,172.35,0.155,0.468,1.111
Gece Kuşu,56.46,203.32,0.253,0.183,1.258
Gece Kuşu,53.95,204.02,0.182,0.243,0.906
Gece Kuşu,58.82,137.02,0.171,0.289,1.100
Gece Kuşu,59.09,163.31,0.219,0.287,1.185
Gece Kuşu,56.84,180.86,0.349,0.152,1.069
Gece Kuşu,69.19,177.15,0.167,0.246,1.050
Gece Kuşu,63.42,169.34,0.235,0.239,1.168
Gece Kuşu,66.12,176.33,0.202,0.325,1.103
Gece Kuşu,70.55,203.88,0.155,0.279,1.181
Gece Kuşu,74.50,217.32,0.202,0.196,0.989
Gece Kuşu,62.68,149.33,0.226,0.323,1.019
Gece Kuşu,62.98,197.72,0.260,0.187,1.094
Gece Kuşu,61.35,123.50,0.175,0.364,0.969
Gece Kuşu,62.68,163.66,0.193,0.149,1.191
Gece Kuşu,61.08,129.55,0.187,0.224,0.924
Gece Kuşu,74.90,199.32,0.280,0.162,1.136
Gece Kuşu,69.76,178.19,0.122,0.212,1.081
Gece Kuşu,66.68,134.88,0.234,0.207,1.058
Gece Kuşu,74.89,153.94,0.240,0.178,0.855
Gece Kuşu,60.49,211.92,0.125,0.281,1.109
Gece Kuşu,58.65,146.44,0.226,0.430,1.099
Gece Kuşu,59.03,196.37,0.233,0.212,1.097
Gece Kuşu,52.62,226.03,0.224,0.335,0.978
Gece Kuşu,73.48,185.60,0.177,0.244,1.050
Gece Kuşu,66.63,215.69,0.252,0.298,1.162
Gece Kuşu,69.49,210.94,0.243,0.397,1.086
Gece Kuşu,71.11,179.12,0.207,0.301,1.057
Gece Kuşu,68.35,205.20,0.242,0.395,1.041
Gece Kuşu,48.64,169.52,0.085,0.314,0.971
Gece Kuşu,70.07,175.74,0.148,0.279,1.211
Gece Kuşu,74.79,224.75,0.133,0.232,0.910
Gece Kuşu,69.73,184.29,0.323,0.176,1.094
Gece Kuşu,66.09,195.53,0.212,0.323,1.058
Gece Kuşu,78.97,145.84,0.126,0.291,0.970
Gece Kuşu,54.37,221.68,0.169,0.081,1.209
Gece Kuşu,76.39,174.41,0.242,0.340,1.058
Gece Kuşu,60.56,128.68,0.154,0.132,0.952
Gece Kuşu,48.16,175.32,0.156,0.300,0.966
Gece Kuşu,77.03,187.76,0.193,0.263,1.059
Gece Kuşu,68.02,170.18,0.249,0.155,1.179
Gece Kuşu,48.62,133.56,0.198,0.429,1.073
Gece Kuşu,71.56,211.37,0.138,0.370,1.158
Gece Kuşu,64.64,163.09,0.153,0.173,1.093
Gece Kuşu,65.04,126.88,0.059,0.341,1.015
Gece Kuşu,66.47,173.36,0.246,0.220,1.174
Gece Kuşu,69.53,183.09,0.352,0.254,1.099
Gece Kuşu,63.29,173.87,0.257,0.270,0.956
Gece Kuşu,61.40,203.68,0.158,0.238,1.047
Gece Kuşu,67.36,200.56,0.183,0.249,1.053
Gece Kuşu,54.93,136.99,0.153,0.208,0.930
Gece Kuşu,70.56,168.92,0.088,0.205,0.920
Gece Kuşu,59.18,177.35,0.158,0.280,1.104
Gece Kuşu,65.33,204.07,0.200,0.152,1.122
Gece Kuşu,59.38,194.87,0.127,0.121,0.808
Gece Kuşu,50.90,224.48,0.200,0.271,1.017
Gece Kuşu,63.17,187.44,0.168,0.253,1.004
Gece Kuşu,60.36,174.83,0.144,0.226,1.114
Gece Kuşu,56.05,153.12,0.205,0.273,0.874
Gece Kuşu,52.40,231.14,0.092,0.259,0.867
Gece Kuşu,65.93,210.71,0.123,0.354,1.089
Gece Kuşu,50.62,221.23,0.241,0.421,1.120
Gece Kuşu,71.40,167.99,0.155,0.445,1.142
Gece Kuşu,71.00,169.19,0.248,0.320,1.189
Gece Kuşu,45.49,181.49,0.160,0.233,1.128
Gece Kuşu,70.15,187.08,0.243,0.372,1.104
Gece Kuşu,70.46,230.76,0.231,0.299,0.955
Gece Kuşu,82.09,160.78,0.237,0.203,1.127
Gece Kuşu,64.52,186.46,0.158,0.218,1.067
Gece Kuşu,75.66,174.65,0.342,0.268,1.003
Gece Kuşu,51.84,195.31,0.227,0.245,1.039
Gece Kuşu,62.27,186.24,0.237,0.200,1.117
Gece Kuşu,63.83,188.61,0.263,0.194,1.172
Gece Kuşu,66.80,222.90,0.129,0.287,0.870
Gece Kuşu,50.07,172.74,0.224,0.127,0.999
Gece Kuşu,79.17,179.01,0.398,0.221,1.021
Gece Kuşu,61.59,162.13,0.113,0.275,1.022
Gece Kuşu,65.99,202.40,0.214,0.281,1.193
Gece Kuşu,83.90,137.28,0.175,0.315,1.106
Gece Kuşu,59.10,187.54,0.124,0.295,0.976
Gece Kuşu,78.27,192.16,0.186,0.361,1.007
Gece Kuşu,71.94,242.21,0.233,0.351,1.112
Gece Kuşu,78.37,159.60,0.216,0.100,1.114
Gece Kuşu,73.17,157.63,0.240,0.353,0.991
Gece Kuşu,50.40,159.62,0.089,0.295,1.075
Gece Kuşu,56.22,193.03,0.132,0.226,1.028
Gece Kuşu,77.60,150.87,0.228,0.293,1.074
Gece Kuşu,73.01,169.39,0.167,0.330,1.060
Gece Kuşu,54.86,169.21,0.264,0.233,1.070
Gece Kuşu,52.18,179.46,0.356,0.287,0.949
Gece Kuşu,60.26,158.54,0.238,0.246,1.235
Gece Kuşu,59.37,183.07,0.262,0.180,0.982
Gece Kuşu,65.11,230.74,0.235,0.288,1.135
Gece Kuşu,57.19,150.06,0.196,0.239,1.178
Gece Kuşu,69.60,169.24,0.240,0.172,1.085
Gece Kuşu,39.14,169.58,0.197,0.280,1.075
Gece Kuşu,55.06,149.95,0.280,0.278,1.155
Gece Kuşu,69.16,168.87,0.192,0.116,0.969
Gece Kuşu,63.46,210.13,0.218,0.361,1.013
Gece Kuşu,64.33,213.96,0.202,0.215,0.933
Gece Kuşu,62.59,156.99,0.202,0.318,1.037
Gece Kuşu,60.57,184.23,0.152,0.240,1.086
Gece Kuşu,54.51,194.38,0.141,0.114,1.084
Gece Kuşu,64.80,174.28,0.132,0.238,1.037
Gece Kuşu,57.12,210.25,0.311,0.231,0.800
Gece Kuşu,71.92,176.28,0.143,0.268,0.902
Gece Kuşu,66.23,181.32,0.201,0.271,1.227
Gece Kuşu,60.52,172.77,0.210,0.168,1.098
Gece Kuşu,63.28,172.00,0.258,0.256,1.275
Gece Kuşu,75.89,195.11,0.209,0.238,0.956
Gece Kuşu,64.88,203.82,0.199,0.228,0.923
Gece Kuşu,66.51,178.21,0.206,0.133,0.966
Gece Kuşu,61.97,160.77,0.272,0.259,1.133
Gece Kuşu,65.29,164.08,0.371,0.207,1.111
Gece Kuşu,52.44,218.00,0.268,0.411,1.104
Gece Kuşu,62.76,165.28,0.102,0.265,1.208
Gece Kuşu,74.86,143.63,0.184,0.280,1.105
Gece Kuşu,60.61,184.30,0.222,0.184,1.209
Gece Kuşu,74.32,196.11,0.177,0.323,1.195
Gece Kuşu,58.78,167.97,0.211,0.370,0.816
Gece Kuşu,52.20,186.67,0.232,0.301,1.064
Gece Kuşu,67.54,195.45,0.138,0.265,0.950
Gece Kuşu,69.56,162.51,0.266,0.116,0.941
Gece Kuşu,73.25,168.11,0.131,0.345,1.040
Gece Kuşu,65.90,151.62,0.162,0.223,1.129
Gece Kuşu,73.27,166.32,0.240,0.190,1.083
Gece Kuşu,60.27,150.05,0.255,0.341,1.109
Gece Kuşu,61.35,116.46,0.218,0.286,0.924
Gece Kuşu,55.37,180.36,0.174,0.317,1.031
Gece Kuşu,61.71,182.50,0.179,0.174,0.926
Gece Kuşu,69.87,202.24,0.059,0.224,1.112
Gece Kuşu,53.79,196.43,0.161,0.186,0.891
Gece Kuşu,62.23,169.03,0.326,0.270,1.001
Gece Kuşu,75.11,181.30,0.124,0.229,1.046
Gece Kuşu,54.69,222.67,0.073,0.272,1.050
Gece Kuşu,57.45,230.36,0.275,0.366,0.925
Gece Kuşu,73.74,171.47,0.203,0.274,0.808
Gece Kuşu,70.64,220.18,0.236,0.294,1.003
Gece Kuşu,56.21,184.22,0.165,0.204,0.786
Gece Kuşu,74.82,148.64,0.145,0.245,1.197
Gece Kuşu,57.53,167.68,0.220,0.199,1.089
Gece Kuşu,53.78,170.67,0.218,0.259,1.165
Gece Kuşu,56.11,197.15,0.187,0.239,1.288
Gece Kuşu,60.55,187.08,0.146,0.152,1.066
Gece Kuşu,70.77,178.20,0.223,0.182,1.045
Gece Kuşu,74.18,179.74,0.322,0.215,1.042
Gece Kuşu,66.62,158.27,0.184,0.243,0.941
Gece Kuşu,75.35,223.29,0.297,0.228,1.083
Gece Kuşu,72.32,178.56,0.198,0.207,0.934
Gece Kuşu,63.94,175.78,0.340,0.265,1.030
Gece Kuşu,51.46,180.21,0.235,0.187,0.953
Gece Kuşu,70.45,196.16,0.070,0.278,1.036
Gece Kuşu,79.38,204.89,0.144,0.334,1.084
Gece Kuşu,63.65,193.07,0.250,0.240,1.072
Gece Kuşu,74.19,154.54,0.209,0.197,1.004
Gece Kuşu,70.24,189.49,0.222,0.222,1.059
Gece Kuşu,49.01,229.27,0.198,0.266,0.983
Gece Kuşu,65.93,147.57,0.186,0.223,0.934
Gece Kuşu,62.01,144.07,0.253,0.354,1.032
Gece Kuşu,68.05,164.93,0.177,0.166,0.913
Gece Kuşu,83.42,167.77,0.289,0.265,1.215
Gece Kuşu,61.71,139.55,0.227,0.093,1.165
Gece Kuşu,80.55,202.80,0.235,0.240,0.947
Gece Kuşu,75.47,156.68,0.141,0.264,1.166
Gece Kuşu,81.10,161.30,0.163,0.274,0.956
Gece Kuşu,64.74,107.74,0.100,0.178,1.056
Gece Kuşu,70.47,203.31,0.172,0.125,0.971
Gece Kuşu,70.06,191.77,0.121,0.172,0.935
Gece Kuşu,57.09,189.33,0.261,0.183,0.939
Gece Kuşu,65.87,196.07,0.104,0.236,1.199
Gece Kuşu,59.49,233.95,0.284,0.270,1.054
Gece Kuşu,58.60,156.54,0.172,0.272,1.176
Gece Kuşu,75.86,142.66,0.175,0.178,1.031
Gece Kuşu,77.30,198.88,0.141,0.226,0.815
Gece Kuşu,51.16,140.36,0.288,0.211,1.265
Gece Kuşu,57.85,186.63,0.122,0.252,1.002
Gece Kuşu,72.58,229.02,0.145,0.302,1.005
Gece Kuşu,49.82,186.23,0.258,0.256,1.053
Gece Kuşu,62.27,195.68,0.143,0.270,0.997
Gece Kuşu,75.10,143.54,0.205,0.081,1.003
Gece Kuşu,49.82,169.12,0.229,0.134,1.152
Gece Kuşu,60.89,231.30,0.220,0.227,1.114
Gece Kuşu,67.31,170.46,0.150,0.213,0.926
Gece Kuşu,73.01,157.22,0.177,0.325,1.012
Gece Kuşu,68.30,190.23,0.238,0.240,0.998
Gece Kuşu,59.47,160.81,0.300,0.205,1.013
Gece Kuşu,65.29,166.81,0.264,0.311,1.031
Gece Kuşu,61.97,154.20,0.220,0.183,0.960
Gece Kuşu,57.69,160.59,0.342,0.370,1.096
Gece Kuşu,66.70,170.12,0.337,0.238,0.948
Gece Kuşu,69.64,180.42,0.228,0.363,0.881
Gece Kuşu,70.92,223.21,0.140,0.217,1.252
Gece Kuşu,61.28,183.13,0.143,0.204,1.090
Gece Kuşu,64.37,160.40,0.161,0.241,1.021
Gece Kuşu,64.71,195.34,0.272,0.272,1.041
Gece Kuşu,77.42,176.43,0.198,0.205,1.062
Gece Kuşu,70.05,167.15,0.190,0.318,1.109
Gece Kuşu,71.32,170.95,0.157,0.270,1.068
Gece Kuşu,80.44,186.57,0.203,0.207,1.094
Gece Kuşu,46.31,206.35,0.090,0.171,1.047
Gece Kuşu,61.46,195.52,0.173,0.349,1.007
Gece Kuşu,71.16,185.30,0.317,0.157,1.002
Gece Kuşu,65.17,167.85,0.129,0.245,1.070
Gece Kuşu,76.99,179.79,0.171,0.189,1.185
Gece Kuşu,59.17,187.58,0.109,0.248,0.890
Gece Kuşu,63.69,183.72,0.237,0.216,0.962
Gece Kuşu,66.51,233.28,0.207,0.277,1.124
Gece Kuşu,69.38,193.15,0.231,0.154,1.041
Gece Kuşu,66.08,164.56,0.238,0.272,1.080
Gece Kuşu,65.40,197.12,0.203,0.180,1.120
Gece Kuşu,66.96,143.98,0.271,0.127,1.060
Gece Kuşu,53.66,157.32,0.208,0.464,0.834
Gece Kuşu,77.16,157.81,0.187,0.264,1.105
Gece Kuşu,61.38,210.85,0.241,0.330,0.852
Gece Kuşu,80.37,178.63,0.156,0.316,1.054
Gece Kuşu,68.36,180.02,0.210,0.224,0.982
Gece Kuşu,68.61,236.61,0.212,0.360,1.068
Gece Kuşu,62.86,169.21,0.264,0.172,1.025
Gece Kuşu,63.32,152.42,0.211,0.198,0.937
Gece Kuşu,64.75,123.62,0.244,0.187,0.914
Gece Kuşu,71.99,246.87,0.228,0.178,1.081
Gece Kuşu,73.95,190.72,0.192,0.177,0.828
Gece Kuşu,60.22,164.25,0.247,0.245,0.918
Gece Kuşu,70.06,174.14,0.231,0.363,1.135
Gece Kuşu,69.05,163.93,0.175,0.195,1.096
Gece Kuşu,64.67,161.90,0.186,0.315,1.058
Gece Kuşu,69.25,138.22,0.202,0.289,1.113
Gece Kuşu,64.54,131.71,0.162,0.267,0.999
Gece Kuşu,78.60,143.52,0.152,0.206,1.148
Gece Kuşu,66.85,153.98,0.159,0.189,1.189
Gece Kuşu,60.20,212.49,0.101,0.285,1.167
Gece Kuşu,83.38,177.88,0.256,0.184,0.994
Gece Kuşu,53.89,203.69,0.196,0.239,1.221
Gece Kuşu,76.94,193.02,0.322,0.235,0.906
Gece Kuşu,72.98,149.51,0.244,0.141,1.126
Gece Kuşu,81.05,160.88,0.147,0.194,1.032
Gece Kuşu,56.31,175.99,0.313,0.245,1.086
Gece Kuşu,55.17,185.20,0.191,0.342,1.117
Gece Kuşu,55.95,202.50,0.192,0.245,1.059
Gece Kuşu,65.71,188.82,0.212,0.388,1.042
Gece Kuşu,61.59,179.30,0.328,0.205,0.857
Gece Kuşu,65.71,173.75,0.150,0.268,1.003
Gece Kuşu,68.21,190.72,0.250,0.245,1.024
Gece Kuşu,73.48,176.60,0.262,0.407,1.152
Gece Kuşu,58.49,165.29,0.210,0.097,1.009
Gece Kuşu,71.35,227.76,0.130,0.389,1.092
Gece Kuşu,63.70,175.78,0.140,0.334,1.018
Gece Kuşu,54.89,214.03,0.221,0.060,0.923
Gece Kuşu,61.21,173.66,0.101,0.278,1.066
Gece Kuşu,62.46,155.67,0.147,0.263,0.889
Gece Kuşu,66.18,196.79,0.162,0.225,1.001
Gece Kuşu,59.61,147.19,0.199,0.321,1.138
Gece Kuşu,58.79,166.72,0.165,0.347,1.111
Gece Kuşu,51.95,169.99,0.214,0.172,1.109
Gece Kuşu,57.63,199.48,0.174,0.310,1.041
Gece Kuşu,65.00,186.67,0.096,0.410,0.924
Gece Kuşu,53.40,193.54,0.106,0.288,0.952
Gece Kuşu,70.79,199.02,0.227,0.197,0.817
Gece Kuşu,68.92,155.82,0.239,0.115,1.048
Gece Kuşu,60.33,168.84,0.248,0.298,0.965
Gece Kuşu,58.91,171.69,0.226,0.240,1.187
Gece Kuşu,58.14,166.33,0.151,0.146,1.008
Gece Kuşu,58.10,167.27,0.273,0.166,1.011
Gece Kuşu,59.76,236.58,0.224,0.194,1.055
Gece Kuşu,52.84,175.17,0.181,0.264,1.065
Gece Kuşu,52.15,203.30,0.115,0.245,1.092
Gece Kuşu,58.08,216.21,0.141,0.275,1.037
Gece Kuşu,70.67,187.15,0.132,0.183,1.078
Gece Kuşu,67.89,188.57,0.132,0.285,0.791
Gece Kuşu,60.25,183.80,0.290,0.246,0.919
Gece Kuşu,62.85,182.02,0.321,0.181,0.984
Gece Kuşu,57.21,190.95,0.158,0.399,1.205
Gece Kuşu,82.99,171.64,0.176,0.219,1.126
Gece Kuşu,63.31,165.05,0.123,0.126,0.994
Gece Kuşu,53.31,163.01,0.161,0.252,0.961
Gece Kuşu,60.40,197.90,0.253,0.346,0.954
Gece Kuşu,63.09,188.27,0.024,0.294,1.131
Gece Kuşu,59.37,169.22,0.144,0.287,0.962
Gece Kuşu,69.01,222.49,0.069,0.338,1.131
Gece Kuşu,64.19,157.78,0.228,0.172,1.015
Gece Kuşu,51.85,216.31,0.112,0.137,1.294
Gece Kuşu,64.74,201.70,0.262,0.380,1.034
Gece Kuşu,59.40,209.32,0.165,0.379,1.038
Gece Kuşu,66.03,159.43,0.168,0.281,1.028
Gece Kuşu,73.71,127.91,0.245,0.291,1.163
Gece Kuşu,73.34,208.99,0.175,0.200,1.032
Gece Kuşu,72.65,172.81,0.273,0.314,1.012
Gece Kuşu,70.31,176.20,0.151,0.292,1.094
Gece Kuşu,69.00,178.82,0.238,0.306,1.003
Gece Kuşu,64.40,201.70,0.257,0.198,0.850
Gece Kuşu,62.14,206.69,0.222,0.193,1.063
Gece Kuşu,49.51,191.98,0.226,0.238,1.115
Gece Kuşu,55.78,157.80,0.257,0.151,0.790
Gece Kuşu,60.80,181.28,0.124,0.255,1.099
Gece Kuşu,60.12,190.57,0.241,0.239,1.125
Gece Kuşu,60.57,204.49,0.112,0.189,0.891
Gece Kuşu,69.81,208.43,0.231,0.222,1.258
Gece Kuşu,63.34,164.16,0.236,0.200,1.046
Gece Kuşu,74.65,186.04,0.122,0.256,0.886
Gece Kuşu,73.78,202.61,0.262,0.267,1.094
Gece Kuşu,65.28,163.86,0.148,0.146,0.773
Gece Kuşu,60.30,211.78,0.021,0.302,0.987
Gece Kuşu,66.72,172.35,0.298,0.233,0.893
Gece Kuşu,75.35,192.70,0.251,0.246,0.954
Gece Kuşu,54.74,238.79,0.261,0.347,1.027
Gece Kuşu,73.79,153.17,0.274,0.225,1.092
Gece Kuşu,68.14,177.89,0.178,0.345,1.036
Gece Kuşu,81.73,232.28,0.168,0.269,1.239
Gece Kuşu,62.03,201.76,0.232,0.189,0.966
Gece Kuşu,58.01,191.68,0.249,0.315,1.094
Gece Kuşu,60.95,198.77,0.310,0.199,1.170
Gece Kuşu,59.30,149.09,0.285,0.296,1.194
Gece Kuşu,76.51,227.79,0.248,0.308,1.040
Gece Kuşu,49.25,125.62,0.207,0.232,1.142
Gece Kuşu,71.14,198.67,0.238,0.324,0.986
Gece Kuşu,58.02,145.51,0.121,0.331,0.891
Gece Kuşu,68.41,182.73,0.225,0.128,1.159
Gece Kuşu,53.57,182.33,0.256,0.259,0.876
Gece Kuşu,68.17,178.58,0.120,0.333,1.017
Gece Kuşu,66.59,215.60,0.318,0.299,0.827
Gece Kuşu,73.82,181.88,0.201,0.134,1.114
Gece Kuşu,73.41,176.50,0.199,0.266,0.934
Gece Kuşu,70.92,188.35,0.252,0.300,1.032
Gece Kuşu,68.58,204.16,0.213,0.296,1.022
Gece Kuşu,66.52,193.28,0.243,0.203,1.101
Gece Kuşu,79.37,211.44,0.169,0.184,0.942
Gece Kuşu,64.99,174.53,0.134,0.253,0.929
Gece Kuşu,65.40,174.92,0.296,0.151,0.980
Gece Kuşu,48.39,224.21,0.270,0.204,0.879
Gece Kuşu,71.13,166.26,0.132,0.346,1.213
Gece Kuşu,62.24,143.07,0.174,0.078,0.960
Gece Kuşu,41.68,182.53,0.161,0.269,1.010
Gece Kuşu,58.96,177.21,0.280,0.242,1.077
Gece Kuşu,81.21,198.06,0.152,0.355,1.143
Gece Kuşu,65.49,169.59,0.252,0.189,0.958
Gece Kuşu,53.81,139.41,0.057,0.155,0.919
Gece Kuşu,74.08,202.20,0.216,0.162,1.025
Gece Kuşu,73.49,191.50,0.165,0.232,0.919
Gece Kuşu,64.81,147.27,0.274,0.256,1.063
Gece Kuşu,66.50,178.51,0.063,0.299,1.085
Gece Kuşu,52.83,194.11,0.156,0.411,1.161
Gece Kuşu,53.46,174.50,0.177,0.203,1.098
Gece Kuşu,57.60,182.85,0.232,0.261,1.024
Gece Kuşu,57.90,168.35,0.340,0.191,1.100
Gece Kuşu,67.77,189.04,0.281,0.271,1.204
Gece Kuşu,65.78,137.98,0.186,0.293,1.026
Gece Kuşu,65.74,153.77,0.186,0.300,1.020
Gece Kuşu,61.03,192.06,0.164,0.300,1.202
Gece Kuşu,71.12,187.85,0.222,0.266,0.942
Gece Kuşu,57.35,180.92,0.181,0.209,0.897
Gece Kuşu,66.03,160.71,0.147,0.221,1.123
Gece Kuşu,80.93,193.46,0.164,0.069,1.133
Gece Kuşu,63.85,169.96,0.264,0.179,1.065
Gece Kuşu,54.52,101.83,0.134,0.286,1.017
Gece Kuşu,79.18,224.52,0.260,0.210,1.201
Gece Kuşu,74.33,134.98,0.269,0.199,1.092
Gece Kuşu,63.49,154.76,0.164,0.242,1.229
Gece Kuşu,64.37,182.53,0.071,0.235,1.147
Gece Kuşu,53.54,173.95,0.211,0.279,1.052
Gece Kuşu,62.95,238.47,0.300,0.140,1.168
Gece Kuşu,68.50,191.49,0.136,0.257,1.072
Gece Kuşu,56.02,162.67,0.120,0.276,0.971
Gece Kuşu,69.55,188.83,0.161,0.397,1.065
Gece Kuşu,73.59,191.66,0.131,0.324,1.210
Gece Kuşu,51.28,207.96,0.258,0.179,1.156
Gece Kuşu,71.40,179.94,0.123,0.165,1.039
Gece Kuşu,77.08,211.24,0.192,0.187,1.033
Gece Kuşu,76.82,145.52,0.164,0.235,1.021
Gece Kuşu,62.88,223.32,0.145,0.297,0.992
Gece Kuşu,61.22,176.37,0.177,0.300,1.036
Gece Kuşu,57.92,229.98,0.259,0.239,0.976
Gece Kuşu,66.79,171.01,0.143,0.170,0.800
Gece Kuşu,64.70,137.85,0.214,0.247,0.977
Gece Kuşu,83.24,168.80,0.129,0.132,1.046
Gece Kuşu,60.41,188.86,0.211,0.356,0.872
Gece Kuşu,59.17,207.37,0.119,0.284,1.117
Gece Kuşu,57.59,147.28,0.194,0.260,0.937
Gece Kuşu,66.85,190.38,0.091,0.172,1.076
Gece Kuşu,68.43,148.69,0.259,0.217,1.135
Gece Kuşu,66.30,190.07,0.259,0.212,1.106
Gece Kuşu,59.97,180.04,0.280,0.247,1.125
Gece Kuşu,55.42,185.54,0.249,0.176,0.965
Gece Kuşu,65.18,147.38,0.175,0.217,1.101
Gece Kuşu,65.27,230.80,0.248,0.283,1.225
Gece Kuşu,62.98,192.49,0.253,0.252,0.991
Gece Kuşu,60.45,213.69,0.193,0.244,1.202
Gece Kuşu,56.25,196.54,0.135,0.225,0.974
Gece Kuşu,56.28,135.18,0.162,0.300,1.267
Gece Kuşu,65.93,190.49,0.183,0.152,1.043
